zip3,year,quarter,hpi_index
604,1995,2,101.16
604,1995,3,102.68
604,1995,4,103.63
604,1996,1,105.16
604,1996,2,104.84
604,1996,3,104.93
604,1996,4,105.86
604,1997,1,106.87
604,1997,2,106.71
604,1997,3,108.03
604,1997,4,109.09
604,1998,1,110.07
604,1998,2,110.14
604,1998,3,111.06
604,1998,4,111.72
604,1999,1,112.34
604,1999,2,112.58
604,1999,3,112.42
604,1999,4,113.74
604,2000,1,115.1
604,2000,2,116.58
604,2000,3,118.0
604,2000,4,119.66
604,2001,1,121.15
604,2001,2,122.88
604,2001,3,125.03
604,2001,4,126.33
604,2002,1,128.27
604,2002,2,130.33
604,2002,3,132.51
604,2002,4,134.14
604,2003,1,135.53
604,2003,2,137.2
604,2003,3,139.12
604,2003,4,144.12
604,2004,1,145.85
604,2004,2,148.86
604,2004,3,154.78
604,2004,4,157.28
604,2005,1,160.6
604,2005,2,165.42
604,2005,3,169.3
604,2005,4,173.31
604,2006,1,175.54
604,2006,2,178.15
604,2006,3,180.12
604,2006,4,182.22
604,2007,1,183.15
604,2007,2,183.43
604,2007,3,181.71
604,2007,4,181.68
604,2008,1,180.69
604,2008,2,175.84
604,2008,3,168.46
604,2008,4,167.45
604,2009,1,166.71
604,2009,2,160.78
604,2009,3,155.29
604,2009,4,152.5
604,2010,1,149.16
604,2010,2,146.6
604,2010,3,147.69
604,2010,4,145.82
604,2011,1,140.82
604,2011,2,135.64
604,2011,3,135.59
604,2011,4,134.64
604,2012,1,131.69
604,2012,2,129.03
604,2012,3,129.45
604,2012,4,129.1
604,2013,1,128.91
604,2013,2,129.03
604,2013,3,130.01
604,2013,4,131.58
604,2014,1,130.92
604,2014,2,133.8
604,2014,3,136.16
604,2014,4,136.37
604,2015,1,137.62
604,2015,2,138.62
604,2015,3,139.27
604,2015,4,140.7
604,2016,1,140.59
604,2016,2,143.29
604,2016,3,145.66
604,2016,4,146.22
604,2017,1,146.49
604,2017,2,149.19
604,2017,3,151.55
604,2017,4,151.73
604,2018,1,153.3
604,2018,2,154.67
604,2018,3,156.18
604,2018,4,155.25
604,2019,1,157.45
604,2019,2,159.57
604,2019,3,162.07
604,2019,4,162.53
604,2020,1,163.81
604,2020,2,163.98
604,2020,3,166.83
604,2020,4,169.07
604,2021,1,172.08
604,2021,2,181.49
604,2021,3,188.91
604,2021,4,194.33
604,2022,1,199.83
604,2022,2,212.89
604,2022,3,213.2
604,2022,4,211.33
604,2023,1,213.0
604,2023,2,222.27
604,2023,3,226.18
604,2023,4,226.1
604,2024,1,231.27
604,2024,2,236.34
604,2024,3,240.79
604,2024,4,241.23
604,2025,1,246.44
604,2025,2,250.08
604,2025,3,254.59
604,2025,4,256.06
605,1995,1,100.0
605,1995,2,101.17
605,1995,3,101.88
605,1995,4,103.01
605,1996,1,103.75
605,1996,2,103.78
605,1996,3,104.4
605,1996,4,105.02
605,1997,1,105.75
605,1997,2,106.65
605,1997,3,108.05
605,1997,4,108.75
605,1998,1,109.46
605,1998,2,110.34
605,1998,3,111.62
605,1998,4,112.07
605,1999,1,113.46
605,1999,2,115.3
605,1999,3,118.35
605,1999,4,119.77
605,2000,1,122.9
605,2000,2,124.74
605,2000,3,126.97
605,2000,4,128.19
605,2001,1,129.79
605,2001,2,132.28
605,2001,3,135.02
605,2001,4,136.24
605,2002,1,138.62
605,2002,2,141.42
605,2002,3,143.52
605,2002,4,145.23
605,2003,1,146.86
605,2003,2,148.52
605,2003,3,150.55
605,2003,4,155.25
605,2004,1,157.08
605,2004,2,161.65
605,2004,3,167.98
605,2004,4,169.78
605,2005,1,173.76
605,2005,2,178.12
605,2005,3,181.85
605,2005,4,185.58
605,2006,1,188.77
605,2006,2,191.18
605,2006,3,192.87
605,2006,4,193.9
605,2007,1,194.57
605,2007,2,194.78
605,2007,3,192.8
605,2007,4,193.42
605,2008,1,192.1
605,2008,2,188.51
605,2008,3,182.19
605,2008,4,181.05
605,2009,1,179.91
605,2009,2,172.99
605,2009,3,167.61
605,2009,4,166.02
605,2010,1,162.74
605,2010,2,161.25
605,2010,3,162.15
605,2010,4,160.76
605,2011,1,155.86
605,2011,2,151.67
605,2011,3,152.37
605,2011,4,152.15
605,2012,1,150.06
605,2012,2,147.85
605,2012,3,149.87
605,2012,4,150.55
605,2013,1,150.06
605,2013,2,152.17
605,2013,3,154.12
605,2013,4,154.58
605,2014,1,155.63
605,2014,2,159.57
605,2014,3,161.59
605,2014,4,162.15
605,2015,1,164.43
605,2015,2,165.28
605,2015,3,166.77
605,2015,4,166.87
605,2016,1,168.1
605,2016,2,169.59
605,2016,3,172.57
605,2016,4,172.95
605,2017,1,172.3
605,2017,2,174.6
605,2017,3,177.27
605,2017,4,177.65
605,2018,1,178.25
605,2018,2,180.55
605,2018,3,180.49
605,2018,4,180.28
605,2019,1,181.52
605,2019,2,183.9
605,2019,3,185.28
605,2019,4,186.24
605,2020,1,186.74
605,2020,2,188.11
605,2020,3,189.1
605,2020,4,191.36
605,2021,1,193.51
605,2021,2,202.65
605,2021,3,209.18
605,2021,4,212.26
605,2022,1,219.07
605,2022,2,234.08
605,2022,3,236.26
605,2022,4,232.87
605,2023,1,233.91
605,2023,2,246.5
605,2023,3,251.21
605,2023,4,253.25
605,2024,1,258.66
605,2024,2,267.78
605,2024,3,271.51
605,2024,4,271.45
605,2025,1,275.82
605,2025,2,286.74
605,2025,3,289.38
605,2025,4,289.79
606,1995,1,100.0
606,1995,2,102.3
606,1995,3,104.38
606,1995,4,105.67
606,1996,1,107.8
606,1996,2,108.05
606,1996,3,108.03
606,1996,4,109.91
606,1997,1,111.47
606,1997,2,112.33
606,1997,3,113.18
606,1997,4,115.47
606,1998,1,116.9
606,1998,2,118.11
606,1998,3,120.55
606,1998,4,122.05
606,1999,1,123.59
606,1999,2,126.56
606,1999,3,129.45
606,1999,4,132.21
606,2000,1,136.69
606,2000,2,140.0
606,2000,3,144.49
606,2000,4,147.21
606,2001,1,150.58
606,2001,2,153.73
606,2001,3,157.85
606,2001,4,161.05
606,2002,1,164.86
606,2002,2,168.88
606,2002,3,172.64
606,2002,4,175.61
606,2003,1,178.26
606,2003,2,181.15
606,2003,3,184.46
606,2003,4,192.66
606,2004,1,196.77
606,2004,2,202.51
606,2004,3,211.89
606,2004,4,215.82
606,2005,1,223.18
606,2005,2,230.16
606,2005,3,236.43
606,2005,4,242.9
606,2006,1,248.25
606,2006,2,253.1
606,2006,3,254.86
606,2006,4,258.47
606,2007,1,260.96
606,2007,2,259.95
606,2007,3,257.53
606,2007,4,257.78
606,2008,1,255.07
606,2008,2,247.63
606,2008,3,234.65
606,2008,4,233.18
606,2009,1,231.48
606,2009,2,221.22
606,2009,3,209.98
606,2009,4,207.57
606,2010,1,202.31
606,2010,2,199.01
606,2010,3,201.22
606,2010,4,199.08
606,2011,1,190.63
606,2011,2,184.43
606,2011,3,185.43
606,2011,4,185.96
606,2012,1,182.99
606,2012,2,180.56
606,2012,3,182.69
606,2012,4,183.07
606,2013,1,182.52
606,2013,2,184.05
606,2013,3,184.67
606,2013,4,189.58
606,2014,1,190.44
606,2014,2,195.2
606,2014,3,197.85
606,2014,4,200.37
606,2015,1,203.34
606,2015,2,207.12
606,2015,3,208.14
606,2015,4,210.83
606,2016,1,211.81
606,2016,2,215.11
606,2016,3,218.91
606,2016,4,220.3
606,2017,1,221.59
606,2017,2,223.1
606,2017,3,226.95
606,2017,4,228.87
606,2018,1,230.4
606,2018,2,231.93
606,2018,3,233.92
606,2018,4,232.83
606,2019,1,236.58
606,2019,2,240.07
606,2019,3,243.02
606,2019,4,244.2
606,2020,1,245.82
606,2020,2,247.84
606,2020,3,250.6
606,2020,4,253.74
606,2021,1,256.72
606,2021,2,267.25
606,2021,3,275.35
606,2021,4,279.43
606,2022,1,287.56
606,2022,2,298.63
606,2022,3,300.89
606,2022,4,295.93
606,2023,1,295.45
606,2023,2,304.04
606,2023,3,308.31
606,2023,4,308.38
606,2024,1,317.34
606,2024,2,324.15
606,2024,3,329.25
606,2024,4,332.29
606,2025,1,337.47
606,2025,2,346.02
606,2025,3,350.04
606,2025,4,353.52
607,1995,1,100.0
607,1995,2,102.54
607,1995,3,103.24
607,1995,4,104.93
607,1996,1,105.83
607,1996,2,106.5
607,1996,3,105.72
607,1996,4,107.58
607,1997,1,108.6
607,1997,2,109.51
607,1997,3,110.06
607,1997,4,111.81
607,1998,1,113.1
607,1998,2,113.4
607,1998,3,115.97
607,1998,4,116.32
607,1999,1,117.27
607,1999,2,119.32
607,1999,3,122.52
607,1999,4,126.43
607,2000,1,125.93
607,2000,2,134.11
607,2000,3,137.22
607,2000,4,139.82
607,2001,1,142.5
607,2001,2,144.41
607,2001,3,151.02
607,2001,4,152.62
607,2002,1,155.64
607,2002,2,159.76
607,2002,3,162.79
607,2002,4,165.99
607,2003,1,167.95
607,2003,2,170.94
607,2003,3,172.86
607,2003,4,181.15
607,2004,1,183.81
607,2004,2,190.13
607,2004,3,198.66
607,2004,4,200.27
607,2005,1,206.75
607,2005,2,215.79
607,2005,3,220.69
607,2005,4,226.24
607,2006,1,229.36
607,2006,2,232.94
607,2006,3,233.85
607,2006,4,236.63
607,2007,1,238.06
607,2007,2,235.71
607,2007,3,232.52
607,2007,4,232.78
607,2008,1,229.87
607,2008,2,220.11
607,2008,3,207.25
607,2008,4,203.4
607,2009,1,202.36
607,2009,2,187.72
607,2009,3,182.59
607,2009,4,175.7
607,2010,1,171.85
607,2010,2,166.16
607,2010,3,166.5
607,2010,4,164.47
607,2011,1,156.48
607,2011,2,152.22
607,2011,3,153.96
607,2011,4,153.38
607,2012,1,150.68
607,2012,2,146.94
607,2012,3,148.07
607,2012,4,145.32
607,2013,1,148.64
607,2013,2,151.15
607,2013,3,153.41
607,2013,4,156.19
607,2014,1,156.39
607,2014,2,162.41
607,2014,3,165.42
607,2014,4,166.78
607,2015,1,168.66
607,2015,2,171.02
607,2015,3,170.61
607,2015,4,172.75
607,2016,1,177.81
607,2016,2,179.52
607,2016,3,184.62
607,2016,4,185.63
607,2017,1,185.76
607,2017,2,182.78
607,2017,3,188.12
607,2017,4,188.68
607,2018,1,193.26
607,2018,2,189.73
607,2018,3,192.68
607,2018,4,193.04
607,2019,1,195.9
607,2019,2,196.69
607,2019,3,198.89
607,2019,4,199.77
607,2020,1,200.49
607,2020,2,201.23
607,2020,3,204.28
607,2020,4,206.6
607,2021,1,208.85
607,2021,2,214.6
607,2021,3,221.96
607,2021,4,228.84
607,2022,1,233.64
607,2022,2,241.78
607,2022,3,242.77
607,2022,4,242.98
607,2023,1,238.35
607,2023,2,252.41
607,2023,3,254.42
607,2023,4,256.93
607,2024,1,254.86
607,2024,2,264.75
607,2024,3,264.94
607,2024,4,270.67
607,2025,1,274.48
607,2025,2,276.71
607,2025,3,285.33
607,2025,4,287.79
608,1995,1,100.0
608,1995,2,101.53
608,1995,3,103.08
608,1995,4,103.11
608,1996,1,104.39
608,1996,2,101.55
608,1996,3,102.48
608,1996,4,102.01
608,1997,1,107.3
608,1997,2,106.88
608,1997,3,103.54
608,1997,4,108.27
608,1998,1,110.64
608,1998,2,109.2
608,1998,3,110.73
608,1998,4,111.71
608,1999,1,111.69
608,1999,2,113.48
608,1999,3,111.29
608,1999,4,112.43
608,2000,1,113.38
608,2000,2,115.69
608,2000,3,117.71
608,2000,4,119.24
608,2001,1,121.95
608,2001,2,124.96
608,2001,3,127.28
608,2001,4,128.68
608,2002,1,131.12
608,2002,2,134.3
608,2002,3,136.85
608,2002,4,139.46
608,2003,1,142.56
608,2003,2,144.46
608,2003,3,147.93
608,2003,4,154.26
608,2004,1,156.95
608,2004,2,161.5
608,2004,3,167.35
608,2004,4,172.92
608,2005,1,175.66
608,2005,2,182.01
608,2005,3,187.04
608,2005,4,194.09
608,2006,1,195.91
608,2006,2,198.79
608,2006,3,203.23
608,2006,4,205.06
608,2007,1,206.94
608,2007,2,208.54
608,2007,3,205.29
608,2007,4,204.73
608,2008,1,204.04
608,2008,2,195.79
608,2008,3,187.7
608,2008,4,181.54
608,2009,1,178.93
608,2009,2,173.02
608,2009,3,167.0
608,2009,4,156.6
608,2010,1,155.89
608,2010,2,152.28
608,2010,3,155.16
608,2010,4,150.21
608,2011,1,145.22
608,2011,2,142.55
608,2011,3,141.49
608,2011,4,138.28
608,2012,1,131.47
608,2012,2,124.99
608,2012,3,133.81
608,2012,4,129.98
608,2013,1,132.49
608,2013,2,126.1
608,2013,3,128.77
608,2013,4,125.63
608,2014,1,129.07
608,2014,2,130.01
608,2014,3,132.23
608,2014,4,133.8
608,2015,1,139.27
608,2015,2,140.79
608,2015,3,146.81
608,2015,4,145.74
608,2016,1,142.16
608,2016,2,146.9
608,2016,3,148.91
608,2016,4,151.34
608,2017,1,149.25
608,2017,2,151.9
608,2017,3,156.24
608,2017,4,160.42
608,2018,1,158.74
608,2018,2,163.06
608,2018,3,168.46
608,2018,4,167.81
608,2019,1,169.98
608,2019,2,170.11
608,2019,3,177.0
608,2019,4,177.46
608,2020,1,176.33
608,2020,2,177.95
608,2020,3,182.28
608,2020,4,187.1
608,2021,1,190.66
608,2021,2,199.02
608,2021,3,206.26
608,2021,4,212.86
608,2022,1,217.67
608,2022,2,226.1
608,2022,3,236.89
608,2022,4,221.98
608,2023,1,219.27
608,2023,2,223.59
608,2023,3,239.65
608,2023,4,228.8
608,2024,1,247.09
608,2024,2,245.91
608,2024,3,250.54
608,2024,4,256.47
608,2025,1,261.09
608,2025,2,270.89
608,2025,3,261.07
608,2025,4,267.88
609,1995,1,100.0
609,1995,2,100.56
609,1995,3,103.11
609,1995,4,104.2
609,1996,1,106.11
609,1996,2,106.06
609,1996,3,106.08
609,1996,4,108.17
609,1997,1,109.72
609,1997,2,109.01
609,1997,3,109.46
609,1997,4,110.05
609,1998,1,111.33
609,1998,2,111.96
609,1998,3,112.46
609,1998,4,113.09
609,1999,1,114.52
609,1999,2,115.4
609,1999,3,114.18
609,1999,4,114.42
609,2000,1,116.2
609,2000,2,116.36
609,2000,3,117.59
609,2000,4,118.06
609,2001,1,119.48
609,2001,2,121.2
609,2001,3,121.28
609,2001,4,122.53
609,2002,1,122.94
609,2002,2,124.07
609,2002,3,125.02
609,2002,4,125.25
609,2003,1,126.02
609,2003,2,127.76
609,2003,3,129.24
609,2003,4,132.27
609,2004,1,131.28
609,2004,2,135.74
609,2004,3,137.64
609,2004,4,139.05
609,2005,1,142.02
609,2005,2,144.73
609,2005,3,147.56
609,2005,4,150.48
609,2006,1,152.77
609,2006,2,154.86
609,2006,3,155.76
609,2006,4,158.91
609,2007,1,158.9
609,2007,2,160.68
609,2007,3,160.99
609,2007,4,162.33
609,2008,1,162.16
609,2008,2,161.87
609,2008,3,158.19
609,2008,4,158.29
609,2009,1,160.96
609,2009,2,157.49
609,2009,3,154.06
609,2009,4,153.37
609,2010,1,153.16
609,2010,2,149.81
609,2010,3,153.23
609,2010,4,150.36
609,2011,1,150.63
609,2011,2,145.67
609,2011,3,144.11
609,2011,4,147.2
609,2012,1,142.59
609,2012,2,140.64
609,2012,3,139.06
609,2012,4,142.57
609,2013,1,140.5
609,2013,2,141.39
609,2013,3,140.97
609,2013,4,138.72
609,2014,1,136.94
609,2014,2,136.43
609,2014,3,138.34
609,2014,4,141.28
609,2015,1,139.43
609,2015,2,141.64
609,2015,3,142.87
609,2015,4,140.5
609,2016,1,145.79
609,2016,2,141.6
609,2016,3,144.87
609,2016,4,146.74
609,2017,1,145.03
609,2017,2,144.12
609,2017,3,147.91
609,2017,4,146.12
609,2018,1,148.74
609,2018,2,148.24
609,2018,3,151.97
609,2018,4,153.38
609,2019,1,153.47
609,2019,2,157.66
609,2019,3,158.07
609,2019,4,159.47
609,2020,1,159.99
609,2020,2,161.97
609,2020,3,164.01
609,2020,4,166.45
609,2021,1,171.62
609,2021,2,176.71
609,2021,3,182.08
609,2021,4,192.37
609,2022,1,198.92
609,2022,2,205.56
609,2022,3,207.49
609,2022,4,207.02
609,2023,1,205.94
609,2023,2,209.05
609,2023,3,222.6
609,2023,4,226.74
609,2024,1,226.15
609,2024,2,234.84
609,2024,3,243.61
609,2024,4,244.81
609,2025,1,238.52
609,2025,2,245.54
609,2025,3,246.78
609,2025,4,255.98
610,1995,1,100.0
610,1995,2,100.75
610,1995,3,102.05
610,1995,4,103.12
610,1996,1,103.54
610,1996,2,105.84
610,1996,3,106.51
610,1996,4,107.53
610,1997,1,107.11
610,1997,2,108.95
610,1997,3,109.45
610,1997,4,110.29
610,1998,1,110.38
610,1998,2,111.49
610,1998,3,112.17
610,1998,4,112.63
610,1999,1,113.28
610,1999,2,114.29
610,1999,3,114.63
610,1999,4,115.19
610,2000,1,115.94
610,2000,2,116.54
610,2000,3,117.64
610,2000,4,118.11
610,2001,1,119.66
610,2001,2,120.61
610,2001,3,121.68
610,2001,4,121.95
610,2002,1,123.13
610,2002,2,123.77
610,2002,3,124.51
610,2002,4,125.46
610,2003,1,125.97
610,2003,2,126.28
610,2003,3,127.61
610,2003,4,130.43
610,2004,1,130.9
610,2004,2,132.78
610,2004,3,136.72
610,2004,4,137.77
610,2005,1,140.97
610,2005,2,142.93
610,2005,3,145.16
610,2005,4,146.04
610,2006,1,148.76
610,2006,2,150.42
610,2006,3,152.28
610,2006,4,152.14
610,2007,1,154.74
610,2007,2,154.89
610,2007,3,154.51
610,2007,4,154.68
610,2008,1,155.02
610,2008,2,154.53
610,2008,3,150.31
610,2008,4,150.93
610,2009,1,151.42
610,2009,2,149.54
610,2009,3,146.26
610,2009,4,144.27
610,2010,1,143.95
610,2010,2,140.91
610,2010,3,143.06
610,2010,4,140.92
610,2011,1,137.16
610,2011,2,133.0
610,2011,3,135.77
610,2011,4,136.03
610,2012,1,132.1
610,2012,2,132.15
610,2012,3,133.38
610,2012,4,133.5
610,2013,1,132.48
610,2013,2,132.32
610,2013,3,129.99
610,2013,4,125.11
610,2014,1,127.79
610,2014,2,128.52
610,2014,3,129.63
610,2014,4,130.39
610,2015,1,132.78
610,2015,2,131.92
610,2015,3,132.37
610,2015,4,132.13
610,2016,1,131.9
610,2016,2,134.92
610,2016,3,136.41
610,2016,4,136.17
610,2017,1,136.18
610,2017,2,139.33
610,2017,3,140.59
610,2017,4,140.88
610,2018,1,140.6
610,2018,2,143.43
610,2018,3,144.38
610,2018,4,144.05
610,2019,1,145.16
610,2019,2,148.24
610,2019,3,150.34
610,2019,4,150.71
610,2020,1,151.28
610,2020,2,151.98
610,2020,3,154.62
610,2020,4,158.13
610,2021,1,159.81
610,2021,2,167.63
610,2021,3,175.01
610,2021,4,181.82
610,2022,1,183.81
610,2022,2,192.0
610,2022,3,198.42
610,2022,4,194.38
610,2023,1,191.8
610,2023,2,206.24
610,2023,3,211.72
610,2023,4,211.3
610,2024,1,213.56
610,2024,2,223.5
610,2024,3,225.19
610,2024,4,232.06
610,2025,1,230.24
610,2025,2,242.15
610,2025,3,247.68
610,2025,4,244.79
611,1995,1,100.0
611,1995,2,100.97
611,1995,3,101.84
611,1995,4,103.47
611,1996,1,104.08
611,1996,2,104.3
611,1996,3,103.44
611,1996,4,104.65
611,1997,1,103.42
611,1997,2,104.36
611,1997,3,104.43
611,1997,4,106.75
611,1998,1,106.76
611,1998,2,107.33
611,1998,3,107.88
611,1998,4,108.57
611,1999,1,108.93
611,1999,2,109.15
611,1999,3,109.21
611,1999,4,109.56
611,2000,1,110.55
611,2000,2,111.8
611,2000,3,112.95
611,2000,4,113.84
611,2001,1,115.2
611,2001,2,115.79
611,2001,3,116.75
611,2001,4,117.29
611,2002,1,118.35
611,2002,2,119.37
611,2002,3,120.44
611,2002,4,120.74
611,2003,1,121.46
611,2003,2,122.71
611,2003,3,124.05
611,2003,4,127.85
611,2004,1,128.02
611,2004,2,129.17
611,2004,3,133.66
611,2004,4,135.21
611,2005,1,136.55
611,2005,2,137.77
611,2005,3,141.06
611,2005,4,141.86
611,2006,1,142.5
611,2006,2,144.27
611,2006,3,146.39
611,2006,4,148.21
611,2007,1,148.74
611,2007,2,150.64
611,2007,3,149.91
611,2007,4,148.63
611,2008,1,149.69
611,2008,2,147.48
611,2008,3,145.61
611,2008,4,145.4
611,2009,1,145.87
611,2009,2,142.92
611,2009,3,139.99
611,2009,4,138.58
611,2010,1,137.31
611,2010,2,134.4
611,2010,3,135.33
611,2010,4,133.44
611,2011,1,129.55
611,2011,2,124.25
611,2011,3,125.71
611,2011,4,124.58
611,2012,1,121.07
611,2012,2,120.02
611,2012,3,119.55
611,2012,4,119.61
611,2013,1,117.28
611,2013,2,114.33
611,2013,3,112.47
611,2013,4,110.85
611,2014,1,110.19
611,2014,2,110.12
611,2014,3,111.97
611,2014,4,110.03
611,2015,1,111.88
611,2015,2,113.25
611,2015,3,113.74
611,2015,4,113.45
611,2016,1,110.55
611,2016,2,116.71
611,2016,3,117.41
611,2016,4,119.41
611,2017,1,116.94
611,2017,2,117.81
611,2017,3,121.83
611,2017,4,122.63
611,2018,1,121.37
611,2018,2,124.64
611,2018,3,128.23
611,2018,4,128.24
611,2019,1,127.22
611,2019,2,131.34
611,2019,3,133.14
611,2019,4,133.34
611,2020,1,133.08
611,2020,2,134.61
611,2020,3,138.15
611,2020,4,142.01
611,2021,1,143.94
611,2021,2,152.07
611,2021,3,164.17
611,2021,4,168.13
611,2022,1,169.3
611,2022,2,180.18
611,2022,3,184.4
611,2022,4,182.89
611,2023,1,184.58
611,2023,2,195.53
611,2023,3,203.38
611,2023,4,206.31
611,2024,1,208.53
611,2024,2,218.85
611,2024,3,223.52
611,2024,4,224.6
611,2025,1,232.45
611,2025,2,235.1
611,2025,3,243.57
611,2025,4,243.6
612,1995,1,100.0
612,1995,2,103.61
612,1995,3,105.54
612,1995,4,106.96
612,1996,1,107.46
612,1996,2,108.9
612,1996,3,111.53
612,1996,4,111.69
612,1997,1,113.16
612,1997,2,115.59
612,1997,3,118.41
612,1997,4,117.64
612,1998,1,118.67
612,1998,2,120.36
612,1998,3,122.57
612,1998,4,123.54
612,1999,1,124.47
612,1999,2,127.41
612,1999,3,128.59
612,1999,4,130.15
612,2000,1,131.18
612,2000,2,131.41
612,2000,3,133.35
612,2000,4,135.37
612,2001,1,137.58
612,2001,2,138.71
612,2001,3,141.04
612,2001,4,141.93
612,2002,1,142.68
612,2002,2,143.94
612,2002,3,145.42
612,2002,4,146.67
612,2003,1,147.89
612,2003,2,148.92
612,2003,3,150.8
612,2003,4,152.94
612,2004,1,153.19
612,2004,2,156.66
612,2004,3,157.9
612,2004,4,159.55
612,2005,1,162.94
612,2005,2,164.07
612,2005,3,165.52
612,2005,4,165.63
612,2006,1,165.45
612,2006,2,168.24
612,2006,3,168.07
612,2006,4,170.5
612,2007,1,169.58
612,2007,2,174.15
612,2007,3,171.81
612,2007,4,174.77
612,2008,1,175.09
612,2008,2,174.36
612,2008,3,173.45
612,2008,4,173.85
612,2009,1,176.51
612,2009,2,173.75
612,2009,3,172.6
612,2009,4,172.15
612,2010,1,172.44
612,2010,2,173.93
612,2010,3,174.93
612,2010,4,173.84
612,2011,1,172.71
612,2011,2,171.3
612,2011,3,174.12
612,2011,4,174.1
612,2012,1,172.89
612,2012,2,171.95
612,2012,3,175.26
612,2012,4,174.27
612,2013,1,174.97
612,2013,2,174.47
612,2013,3,173.88
612,2013,4,173.3
612,2014,1,171.39
612,2014,2,173.85
612,2014,3,173.46
612,2014,4,174.18
612,2015,1,176.05
612,2015,2,175.96
612,2015,3,176.96
612,2015,4,175.04
612,2016,1,179.29
612,2016,2,179.11
612,2016,3,182.39
612,2016,4,184.4
612,2017,1,182.95
612,2017,2,183.65
612,2017,3,182.53
612,2017,4,185.4
612,2018,1,185.88
612,2018,2,184.3
612,2018,3,187.76
612,2018,4,182.82
612,2019,1,185.77
612,2019,2,188.22
612,2019,3,192.02
612,2019,4,191.78
612,2020,1,192.99
612,2020,2,194.26
612,2020,3,198.22
612,2020,4,196.99
612,2021,1,199.04
612,2021,2,207.35
612,2021,3,216.32
612,2021,4,220.84
612,2022,1,219.78
612,2022,2,233.74
612,2022,3,235.06
612,2022,4,236.87
612,2023,1,243.61
612,2023,2,232.7
612,2023,3,251.31
612,2023,4,253.99
612,2024,1,252.41
612,2024,2,262.67
612,2024,3,271.07
612,2024,4,268.83
612,2025,1,267.2
612,2025,2,276.87
612,2025,3,277.54
612,2025,4,283.35
613,1995,1,100.0
613,1995,2,102.92
613,1995,3,104.08
613,1995,4,105.68
613,1996,1,106.93
613,1996,2,106.94
613,1996,3,107.19
613,1996,4,106.79
613,1997,1,111.0
613,1997,2,110.19
613,1997,3,110.93
613,1997,4,112.04
613,1998,1,112.98
613,1998,2,115.61
613,1998,3,115.42
613,1998,4,117.08
613,1999,1,117.74
613,1999,2,116.19
613,1999,3,116.11
613,1999,4,117.36
613,2000,1,120.71
613,2000,2,120.22
613,2000,3,121.04
613,2000,4,122.92
613,2001,1,124.32
613,2001,2,126.79
613,2001,3,127.16
613,2001,4,129.46
613,2002,1,129.39
613,2002,2,130.54
613,2002,3,131.55
613,2002,4,134.1
613,2003,1,134.77
613,2003,2,134.31
613,2003,3,136.23
613,2003,4,139.11
613,2004,1,140.51
613,2004,2,143.19
613,2004,3,146.03
613,2004,4,146.85
613,2005,1,149.63
613,2005,2,151.03
613,2005,3,154.96
613,2005,4,154.52
613,2006,1,158.26
613,2006,2,159.99
613,2006,3,161.72
613,2006,4,163.46
613,2007,1,165.26
613,2007,2,165.97
613,2007,3,164.99
613,2007,4,163.72
613,2008,1,165.41
613,2008,2,164.84
613,2008,3,162.51
613,2008,4,162.17
613,2009,1,163.45
613,2009,2,162.52
613,2009,3,159.56
613,2009,4,157.0
613,2010,1,156.22
613,2010,2,155.55
613,2010,3,157.65
613,2010,4,155.92
613,2011,1,151.59
613,2011,2,148.95
613,2011,3,148.71
613,2011,4,150.29
613,2012,1,146.83
613,2012,2,147.72
613,2012,3,150.59
613,2012,4,147.75
613,2013,1,147.81
613,2013,2,145.14
613,2013,3,142.38
613,2013,4,140.45
613,2014,1,141.19
613,2014,2,147.02
613,2014,3,150.22
613,2014,4,147.98
613,2015,1,150.21
613,2015,2,152.67
613,2015,3,146.78
613,2015,4,149.27
613,2016,1,151.58
613,2016,2,152.13
613,2016,3,152.83
613,2016,4,152.13
613,2017,1,156.98
613,2017,2,151.49
613,2017,3,153.98
613,2017,4,153.49
613,2018,1,155.66
613,2018,2,154.49
613,2018,3,159.08
613,2018,4,158.63
613,2019,1,160.84
613,2019,2,162.3
613,2019,3,164.69
613,2019,4,168.3
613,2020,1,165.81
613,2020,2,167.81
613,2020,3,169.17
613,2020,4,172.34
613,2021,1,175.33
613,2021,2,180.22
613,2021,3,187.84
613,2021,4,192.57
613,2022,1,197.53
613,2022,2,209.29
613,2022,3,211.56
613,2022,4,206.18
613,2023,1,208.41
613,2023,2,221.56
613,2023,3,221.64
613,2023,4,232.21
613,2024,1,219.04
613,2024,2,234.19
613,2024,3,246.85
613,2024,4,244.05
613,2025,1,254.31
613,2025,2,258.87
613,2025,3,268.78
613,2025,4,270.71
614,1995,1,100.0
614,1995,2,102.69
614,1995,3,104.78
614,1995,4,102.19
614,1996,1,105.71
614,1996,2,108.85
614,1996,3,108.38
614,1996,4,107.71
614,1997,1,110.75
614,1997,2,112.78
614,1997,3,115.78
614,1997,4,115.6
614,1998,1,117.61
614,1998,2,119.29
614,1998,3,122.42
614,1998,4,123.25
614,1999,1,123.82
614,1999,2,126.98
614,1999,3,127.63
614,1999,4,128.37
614,2000,1,130.31
614,2000,2,132.77
614,2000,3,134.68
614,2000,4,133.85
614,2001,1,136.35
614,2001,2,137.18
614,2001,3,139.29
614,2001,4,139.81
614,2002,1,140.41
614,2002,2,142.96
614,2002,3,142.91
614,2002,4,144.26
