zip3,year,quarter,hpi_index
199,2018,1,215.31
199,2018,2,216.14
199,2018,3,217.13
199,2018,4,219.94
199,2019,1,221.85
199,2019,2,226.65
199,2019,3,228.69
199,2019,4,229.79
199,2020,1,233.49
199,2020,2,234.31
199,2020,3,240.25
199,2020,4,242.86
199,2021,1,251.59
199,2021,2,265.17
199,2021,3,277.58
199,2021,4,288.65
199,2022,1,302.08
199,2022,2,317.62
199,2022,3,325.21
199,2022,4,326.7
199,2023,1,324.52
199,2023,2,318.46
199,2023,3,340.12
199,2023,4,339.09
199,2024,1,351.32
199,2024,2,352.53
199,2024,3,356.51
199,2024,4,355.27
199,2025,1,364.67
199,2025,2,368.02
199,2025,3,375.95
199,2025,4,387.0
200,1995,1,100.0
200,1995,2,99.88
200,1995,3,102.65
200,1995,4,104.29
200,1996,1,105.66
200,1996,2,103.61
200,1996,3,102.36
200,1996,4,103.07
200,1997,1,103.2
200,1997,2,104.06
200,1997,3,103.05
200,1997,4,103.19
200,1998,1,107.24
200,1998,2,107.94
200,1998,3,108.68
200,1998,4,111.92
200,1999,1,112.92
200,1999,2,115.44
200,1999,3,119.1
200,1999,4,122.24
200,2000,1,127.59
200,2000,2,132.35
200,2000,3,136.52
200,2000,4,138.93
200,2001,1,144.91
200,2001,2,151.56
200,2001,3,157.83
200,2001,4,162.54
200,2002,1,167.78
200,2002,2,173.79
200,2002,3,181.93
200,2002,4,187.29
200,2003,1,191.53
200,2003,2,195.21
200,2003,3,201.38
200,2003,4,211.98
200,2004,1,220.28
200,2004,2,231.29
200,2004,3,247.33
200,2004,4,260.69
200,2005,1,272.43
200,2005,2,288.39
200,2005,3,305.85
200,2005,4,321.13
200,2006,1,326.03
200,2006,2,330.03
200,2006,3,333.3
200,2006,4,339.34
200,2007,1,342.11
200,2007,2,341.8
200,2007,3,342.45
200,2007,4,338.79
200,2008,1,332.18
200,2008,2,323.46
200,2008,3,315.94
200,2008,4,312.17
200,2009,1,313.56
200,2009,2,304.23
200,2009,3,301.61
200,2009,4,305.56
200,2010,1,302.06
200,2010,2,303.58
200,2010,3,308.29
200,2010,4,308.13
200,2011,1,303.83
200,2011,2,308.27
200,2011,3,309.54
200,2011,4,313.06
200,2012,1,314.99
200,2012,2,317.28
200,2012,3,322.57
200,2012,4,328.59
200,2013,1,333.85
200,2013,2,343.92
200,2013,3,354.96
200,2013,4,356.53
200,2014,1,364.13
200,2014,2,373.0
200,2014,3,376.85
200,2014,4,385.41
200,2015,1,388.75
200,2015,2,394.88
200,2015,3,403.81
200,2015,4,412.15
200,2016,1,415.63
200,2016,2,424.68
200,2016,3,427.97
200,2016,4,435.23
200,2017,1,433.98
200,2017,2,444.65
200,2017,3,450.57
200,2017,4,453.46
200,2018,1,459.28
200,2018,2,466.12
200,2018,3,468.31
200,2018,4,475.04
200,2019,1,477.96
200,2019,2,481.12
200,2019,3,488.67
200,2019,4,491.76
200,2020,1,495.85
200,2020,2,497.04
200,2020,3,502.81
200,2020,4,513.91
200,2021,1,519.42
200,2021,2,540.94
200,2021,3,553.7
200,2021,4,558.63
200,2022,1,572.17
200,2022,2,594.13
200,2022,3,587.58
200,2022,4,571.37
200,2023,1,564.95
200,2023,2,559.63
200,2023,3,561.95
200,2023,4,553.59
200,2024,1,564.86
200,2024,2,577.49
200,2024,3,568.68
200,2024,4,566.12
200,2025,1,573.22
200,2025,2,569.03
200,2025,3,578.74
200,2025,4,583.37
201,1995,1,100.0
201,1995,2,101.25
201,1995,3,101.43
201,1995,4,101.77
201,1996,1,102.78
201,1996,2,102.53
201,1996,3,101.32
201,1996,4,102.03
201,1997,1,102.56
201,1997,2,102.25
201,1997,3,103.13
201,1997,4,104.52
201,1998,1,105.44
201,1998,2,105.61
201,1998,3,106.16
201,1998,4,107.6
201,1999,1,108.49
201,1999,2,110.67
201,1999,3,112.31
201,1999,4,114.1
201,2000,1,117.81
201,2000,2,122.62
201,2000,3,126.82
201,2000,4,129.72
201,2001,1,135.18
201,2001,2,139.31
201,2001,3,144.13
201,2001,4,146.84
201,2002,1,150.16
201,2002,2,155.18
201,2002,3,159.74
201,2002,4,162.62
201,2003,1,164.79
201,2003,2,167.73
201,2003,3,172.01
201,2003,4,180.85
201,2004,1,185.97
201,2004,2,197.74
201,2004,3,216.0
201,2004,4,224.17
201,2005,1,234.86
201,2005,2,254.54
201,2005,3,265.75
201,2005,4,275.53
201,2006,1,277.08
201,2006,2,276.59
201,2006,3,272.83
201,2006,4,269.08
201,2007,1,264.35
201,2007,2,255.55
201,2007,3,247.35
201,2007,4,238.56
201,2008,1,232.31
201,2008,2,212.48
201,2008,3,198.56
201,2008,4,195.36
201,2009,1,200.03
201,2009,2,195.09
201,2009,3,191.9
201,2009,4,192.46
201,2010,1,192.17
201,2010,2,191.44
201,2010,3,195.85
201,2010,4,194.31
201,2011,1,191.3
201,2011,2,191.46
201,2011,3,194.99
201,2011,4,195.72
201,2012,1,195.3
201,2012,2,196.31
201,2012,3,199.01
201,2012,4,200.02
201,2013,1,202.51
201,2013,2,208.53
201,2013,3,212.95
201,2013,4,214.38
201,2014,1,216.12
201,2014,2,216.96
201,2014,3,220.32
201,2014,4,222.31
201,2015,1,222.24
201,2015,2,224.6
201,2015,3,226.67
201,2015,4,226.56
201,2016,1,227.11
201,2016,2,228.43
201,2016,3,231.53
201,2016,4,231.57
201,2017,1,232.64
201,2017,2,237.02
201,2017,3,239.06
201,2017,4,241.06
201,2018,1,240.88
201,2018,2,242.98
201,2018,3,247.26
201,2018,4,244.12
201,2019,1,247.07
201,2019,2,252.59
201,2019,3,254.35
201,2019,4,256.13
201,2020,1,258.54
201,2020,2,261.57
201,2020,3,266.32
201,2020,4,272.76
201,2021,1,278.88
201,2021,2,292.01
201,2021,3,306.64
201,2021,4,313.5
201,2022,1,318.98
201,2022,2,340.23
201,2022,3,341.48
201,2022,4,336.56
201,2023,1,333.34
201,2023,2,352.88
201,2023,3,357.62
201,2023,4,349.91
201,2024,1,356.93
201,2024,2,382.49
201,2024,3,381.32
201,2024,4,382.35
201,2025,1,387.82
201,2025,2,392.64
201,2025,3,397.49
201,2025,4,396.07
206,1995,1,100.0
206,1995,2,102.07
206,1995,3,104.52
206,1995,4,106.56
206,1996,1,106.45
206,1996,2,104.92
206,1996,3,104.93
206,1996,4,105.89
206,1997,1,104.81
206,1997,2,105.33
206,1997,3,107.76
206,1997,4,108.89
206,1998,1,111.37
206,1998,2,110.24
206,1998,3,110.79
206,1998,4,111.86
206,1999,1,113.47
206,1999,2,112.37
206,1999,3,110.41
206,1999,4,111.91
206,2000,1,113.89
206,2000,2,114.36
206,2000,3,113.77
206,2000,4,116.93
206,2001,1,120.15
206,2001,2,120.85
206,2001,3,122.45
206,2001,4,124.81
206,2002,1,126.32
206,2002,2,129.71
206,2002,3,132.51
206,2002,4,136.33
206,2003,1,138.53
206,2003,2,141.93
206,2003,3,146.34
206,2003,4,154.6
206,2004,1,160.76
206,2004,2,168.15
206,2004,3,181.52
206,2004,4,188.59
206,2005,1,197.33
206,2005,2,210.56
206,2005,3,220.08
206,2005,4,232.15
206,2006,1,239.4
206,2006,2,245.29
206,2006,3,247.53
206,2006,4,250.78
206,2007,1,250.03
206,2007,2,251.07
206,2007,3,245.54
206,2007,4,243.65
206,2008,1,239.65
206,2008,2,231.57
206,2008,3,221.88
206,2008,4,216.6
206,2009,1,215.02
206,2009,2,205.66
206,2009,3,201.87
206,2009,4,197.46
206,2010,1,192.92
206,2010,2,189.79
206,2010,3,191.49
206,2010,4,189.89
206,2011,1,184.66
206,2011,2,179.84
206,2011,3,181.88
206,2011,4,182.19
206,2012,1,179.28
206,2012,2,175.65
206,2012,3,178.71
206,2012,4,179.55
206,2013,1,178.9
206,2013,2,177.85
206,2013,3,179.21
206,2013,4,181.73
206,2014,1,180.72
206,2014,2,180.9
206,2014,3,183.03
206,2014,4,184.12
206,2015,1,184.88
206,2015,2,185.53
206,2015,3,187.35
206,2015,4,185.39
206,2016,1,185.39
206,2016,2,188.22
206,2016,3,189.67
206,2016,4,191.89
206,2017,1,188.01
206,2017,2,192.87
206,2017,3,194.13
206,2017,4,197.26
206,2018,1,197.31
206,2018,2,197.89
206,2018,3,199.27
206,2018,4,198.05
206,2019,1,200.42
206,2019,2,204.91
206,2019,3,206.7
206,2019,4,208.2
206,2020,1,211.54
206,2020,2,213.47
206,2020,3,217.23
206,2020,4,220.67
206,2021,1,226.25
206,2021,2,235.32
206,2021,3,246.13
206,2021,4,254.07
206,2022,1,259.18
206,2022,2,267.39
206,2022,3,274.4
206,2022,4,266.77
206,2023,1,266.62
206,2023,2,270.09
206,2023,3,280.82
206,2023,4,278.57
206,2024,1,282.38
206,2024,2,297.02
206,2024,3,294.52
206,2024,4,301.92
206,2025,1,294.73
206,2025,2,308.67
206,2025,3,309.01
206,2025,4,305.97
207,1995,1,100.0
207,1995,2,101.39
207,1995,3,102.86
207,1995,4,103.69
207,1996,1,105.49
207,1996,2,103.88
207,1996,3,102.68
207,1996,4,103.84
207,1997,1,103.62
207,1997,2,103.12
207,1997,3,104.02
207,1997,4,104.08
207,1998,1,105.94
207,1998,2,105.41
207,1998,3,105.63
207,1998,4,106.11
207,1999,1,107.37
207,1999,2,107.09
207,1999,3,106.7
207,1999,4,108.08
207,2000,1,108.48
207,2000,2,109.31
207,2000,3,110.84
207,2000,4,112.39
207,2001,1,115.13
207,2001,2,117.1
207,2001,3,119.19
207,2001,4,121.59
207,2002,1,124.4
207,2002,2,127.92
207,2002,3,132.4
207,2002,4,135.09
207,2003,1,138.52
207,2003,2,141.98
207,2003,3,147.68
207,2003,4,154.85
207,2004,1,160.36
207,2004,2,168.74
207,2004,3,182.06
207,2004,4,189.21
207,2005,1,198.31
207,2005,2,211.73
207,2005,3,224.5
207,2005,4,236.9
207,2006,1,244.85
207,2006,2,252.31
207,2006,3,257.4
207,2006,4,262.27
207,2007,1,263.19
207,2007,2,263.55
207,2007,3,260.63
207,2007,4,257.18
207,2008,1,250.48
207,2008,2,237.03
207,2008,3,223.62
207,2008,4,216.57
207,2009,1,209.51
207,2009,2,198.09
207,2009,3,189.85
207,2009,4,184.46
207,2010,1,181.39
207,2010,2,176.85
207,2010,3,179.34
207,2010,4,176.88
207,2011,1,169.15
207,2011,2,162.34
207,2011,3,164.17
207,2011,4,166.91
207,2012,1,165.08
207,2012,2,161.08
207,2012,3,163.98
207,2012,4,163.33
207,2013,1,164.36
207,2013,2,167.47
207,2013,3,169.7
207,2013,4,172.53
207,2014,1,172.94
207,2014,2,179.73
207,2014,3,180.83
207,2014,4,185.09
207,2015,1,185.33
207,2015,2,190.41
207,2015,3,191.62
207,2015,4,194.41
207,2016,1,194.06
207,2016,2,197.69
207,2016,3,201.27
207,2016,4,203.67
207,2017,1,205.22
207,2017,2,210.81
207,2017,3,212.17
207,2017,4,214.07
207,2018,1,213.81
207,2018,2,219.14
207,2018,3,221.05
207,2018,4,220.64
207,2019,1,223.46
207,2019,2,225.37
207,2019,3,229.22
207,2019,4,230.85
207,2020,1,233.73
207,2020,2,236.65
207,2020,3,240.87
207,2020,4,246.43
207,2021,1,252.65
207,2021,2,264.85
207,2021,3,276.16
207,2021,4,281.91
207,2022,1,288.24
207,2022,2,299.5
207,2022,3,302.42
207,2022,4,297.46
207,2023,1,302.47
207,2023,2,310.79
207,2023,3,310.17
207,2023,4,308.83
207,2024,1,312.5
207,2024,2,323.12
207,2024,3,329.58
207,2024,4,326.54
207,2025,1,328.89
207,2025,2,336.16
207,2025,3,332.95
207,2025,4,340.86
208,1995,1,100.0
208,1995,2,101.04
208,1995,3,101.32
208,1995,4,101.56
208,1996,1,102.31
208,1996,2,100.98
208,1996,3,100.07
208,1996,4,100.82
208,1997,1,101.36
208,1997,2,101.18
208,1997,3,101.43
208,1997,4,102.66
208,1998,1,103.63
208,1998,2,103.97
208,1998,3,104.55
208,1998,4,105.46
208,1999,1,106.61
208,1999,2,108.12
208,1999,3,111.07
208,1999,4,111.85
208,2000,1,116.16
208,2000,2,118.19
208,2000,3,121.22
208,2000,4,123.57
208,2001,1,126.84
208,2001,2,130.09
208,2001,3,135.39
208,2001,4,138.46
208,2002,1,143.38
208,2002,2,149.38
208,2002,3,154.34
208,2002,4,157.18
208,2003,1,160.31
208,2003,2,163.13
208,2003,3,168.19
208,2003,4,178.77
208,2004,1,181.01
208,2004,2,189.99
208,2004,3,209.21
208,2004,4,211.79
208,2005,1,221.48
208,2005,2,237.04
208,2005,3,246.02
208,2005,4,254.99
208,2006,1,258.88
208,2006,2,262.26
208,2006,3,263.31
208,2006,4,261.73
208,2007,1,258.63
208,2007,2,256.36
208,2007,3,252.82
208,2007,4,250.39
208,2008,1,246.93
208,2008,2,237.1
208,2008,3,228.69
208,2008,4,227.15
208,2009,1,226.47
208,2009,2,220.02
208,2009,3,217.36
208,2009,4,216.56
208,2010,1,217.65
208,2010,2,217.58
208,2010,3,221.07
208,2010,4,219.99
208,2011,1,215.58
208,2011,2,215.04
208,2011,3,217.82
208,2011,4,217.9
208,2012,1,216.2
208,2012,2,215.6
208,2012,3,218.73
208,2012,4,219.78
208,2013,1,221.39
208,2013,2,225.69
208,2013,3,227.14
208,2013,4,226.86
208,2014,1,227.16
208,2014,2,231.19
208,2014,3,231.4
208,2014,4,233.25
208,2015,1,234.47
208,2015,2,234.26
208,2015,3,234.63
208,2015,4,234.87
208,2016,1,237.98
208,2016,2,238.83
208,2016,3,241.15
208,2016,4,242.19
208,2017,1,240.5
208,2017,2,244.77
208,2017,3,245.43
208,2017,4,244.98
208,2018,1,245.91
208,2018,2,248.23
208,2018,3,246.95
208,2018,4,245.41
208,2019,1,248.77
208,2019,2,252.36
208,2019,3,253.56
208,2019,4,253.19
208,2020,1,255.33
208,2020,2,256.64
208,2020,3,258.75
208,2020,4,262.39
208,2021,1,267.58
208,2021,2,280.17
208,2021,3,287.43
208,2021,4,294.68
208,2022,1,297.29
208,2022,2,320.91
208,2022,3,316.6
208,2022,4,313.64
208,2023,1,313.3
208,2023,2,331.12
208,2023,3,329.76
208,2023,4,332.24
208,2024,1,347.45
208,2024,2,351.9
208,2024,3,347.39
208,2024,4,350.58
208,2025,1,347.76
208,2025,2,357.95
208,2025,3,354.88
208,2025,4,356.48
209,1995,1,100.0
209,1995,2,101.5
209,1995,3,101.92
209,1995,4,101.23
209,1996,1,103.36
209,1996,2,101.66
209,1996,3,100.34
209,1996,4,102.14
209,1997,1,101.82
209,1997,2,101.64
209,1997,3,99.94
209,1997,4,102.72
209,1998,1,103.82
209,1998,2,103.16
209,1998,3,104.08
209,1998,4,105.71
209,1999,1,106.51
209,1999,2,106.98
209,1999,3,109.76
209,1999,4,111.22
209,2000,1,113.22
209,2000,2,116.6
209,2000,3,118.95
209,2000,4,121.27
209,2001,1,124.47
209,2001,2,128.72
209,2001,3,134.21
209,2001,4,136.34
209,2002,1,141.09
209,2002,2,148.71
209,2002,3,154.05
209,2002,4,157.51
209,2003,1,160.81
209,2003,2,164.36
209,2003,3,169.86
209,2003,4,179.72
209,2004,1,183.93
209,2004,2,193.95
209,2004,3,208.39
209,2004,4,215.79
209,2005,1,223.55
209,2005,2,239.04
209,2005,3,252.38
209,2005,4,259.22
209,2006,1,264.42
209,2006,2,272.71
209,2006,3,270.97
209,2006,4,273.15
209,2007,1,273.1
209,2007,2,271.13
209,2007,3,264.28
209,2007,4,261.03
209,2008,1,255.09
209,2008,2,244.21
209,2008,3,233.86
209,2008,4,229.33
209,2009,1,229.51
209,2009,2,220.73
209,2009,3,215.39
209,2009,4,215.03
209,2010,1,214.98
209,2010,2,215.59
209,2010,3,218.44
209,2010,4,216.84
209,2011,1,213.37
209,2011,2,209.59
209,2011,3,212.5
209,2011,4,214.41
209,2012,1,211.27
209,2012,2,210.3
209,2012,3,213.95
209,2012,4,215.72
209,2013,1,216.62
209,2013,2,222.44
209,2013,3,225.09
209,2013,4,224.72
209,2014,1,226.81
209,2014,2,230.97
209,2014,3,233.1
209,2014,4,233.38
209,2015,1,234.42
209,2015,2,236.6
209,2015,3,234.83
209,2015,4,238.66
209,2016,1,239.98
209,2016,2,243.68
209,2016,3,245.35
209,2016,4,244.75
209,2017,1,245.02
209,2017,2,251.1
209,2017,3,253.34
209,2017,4,253.19
209,2018,1,256.41
209,2018,2,259.08
209,2018,3,258.36
209,2018,4,256.46
209,2019,1,262.6
209,2019,2,264.4
209,2019,3,265.96
209,2019,4,267.28
209,2020,1,270.49
209,2020,2,272.94
209,2020,3,275.94
209,2020,4,282.08
209,2021,1,289.04
209,2021,2,302.4
209,2021,3,313.29
209,2021,4,317.33
209,2022,1,326.37
209,2022,2,341.88
209,2022,3,339.81
209,2022,4,322.97
209,2023,1,333.91
209,2023,2,349.55
209,2023,3,350.86
209,2023,4,347.08
209,2024,1,354.73
209,2024,2,363.46
209,2024,3,357.24
209,2024,4,365.04
209,2025,1,369.29
209,2025,2,378.04
209,2025,3,372.55
209,2025,4,375.0
210,1995,1,100.0
210,1995,2,101.86
210,1995,3,102.75
210,1995,4,103.34
210,1996,1,104.24
210,1996,2,103.95
210,1996,3,103.12
210,1996,4,104.41
210,1997,1,104.71
210,1997,2,104.87
210,1997,3,105.85
210,1997,4,106.73
210,1998,1,108.02
210,1998,2,107.77
210,1998,3,108.65
210,1998,4,109.33
210,1999,1,110.54
210,1999,2,111.35
210,1999,3,111.88
210,1999,4,112.99
210,2000,1,115.08
210,2000,2,116.63
210,2000,3,118.27
210,2000,4,120.52
210,2001,1,122.7
210,2001,2,125.12
210,2001,3,127.69
210,2001,4,129.61
210,2002,1,132.9
210,2002,2,137.41
210,2002,3,141.08
210,2002,4,143.43
210,2003,1,146.2
210,2003,2,149.53
210,2003,3,154.11
210,2003,4,163.2
210,2004,1,167.43
210,2004,2,174.94
210,2004,3,189.65
210,2004,4,194.62
210,2005,1,202.72
210,2005,2,214.39
210,2005,3,225.93
210,2005,4,232.74
210,2006,1,238.43
210,2006,2,242.97
210,2006,3,245.21
210,2006,4,247.23
210,2007,1,247.03
210,2007,2,246.59
210,2007,3,244.79
210,2007,4,242.73
210,2008,1,241.04
210,2008,2,235.2
210,2008,3,226.41
210,2008,4,225.45
210,2009,1,224.24
210,2009,2,216.82
210,2009,3,212.64
210,2009,4,209.5
210,2010,1,208.08
210,2010,2,206.1
210,2010,3,208.14
210,2010,4,206.44
210,2011,1,202.61
210,2011,2,196.06
210,2011,3,200.38
210,2011,4,201.47
210,2012,1,198.3
210,2012,2,197.3
210,2012,3,199.35
210,2012,4,200.44
210,2013,1,200.43
210,2013,2,202.26
210,2013,3,202.67
210,2013,4,203.21
210,2014,1,204.09
210,2014,2,206.01
210,2014,3,206.22
210,2014,4,207.58
210,2015,1,208.17
210,2015,2,210.5
210,2015,3,210.34
210,2015,4,213.23
210,2016,1,211.59
210,2016,2,214.24
210,2016,3,217.37
210,2016,4,217.45
210,2017,1,214.75
210,2017,2,218.09
210,2017,3,219.65
210,2017,4,221.43
210,2018,1,223.35
210,2018,2,225.09
210,2018,3,225.17
210,2018,4,224.39
210,2019,1,225.55
210,2019,2,230.11
210,2019,3,232.73
210,2019,4,232.31
210,2020,1,234.19
210,2020,2,237.02
210,2020,3,239.43
210,2020,4,243.77
210,2021,1,248.12
210,2021,2,260.22
210,2021,3,269.42
210,2021,4,273.26
210,2022,1,282.3
210,2022,2,298.76
210,2022,3,297.38
210,2022,4,293.74
210,2023,1,297.87
210,2023,2,312.29
210,2023,3,312.34
210,2023,4,310.38
210,2024,1,315.17
210,2024,2,327.04
210,2024,3,327.48
210,2024,4,328.36
210,2025,1,335.42
210,2025,2,337.7
210,2025,3,339.05
210,2025,4,340.43
211,1995,1,100.0
211,1995,2,101.57
211,1995,3,101.35
211,1995,4,102.91
211,1996,1,104.66
211,1996,2,103.2
211,1996,3,103.39
211,1996,4,103.94
211,1997,1,105.48
211,1997,2,104.05
211,1997,3,105.38
211,1997,4,106.49
211,1998,1,108.01
211,1998,2,108.2
211,1998,3,108.67
211,1998,4,109.85
211,1999,1,110.8
211,1999,2,110.26
211,1999,3,111.67
211,1999,4,113.14
211,2000,1,114.07
211,2000,2,115.37
211,2000,3,117.05
211,2000,4,119.08
211,2001,1,121.51
211,2001,2,123.38
211,2001,3,127.17
211,2001,4,128.63
211,2002,1,131.56
211,2002,2,136.02
211,2002,3,139.21
211,2002,4,142.35
211,2003,1,145.1
211,2003,2,148.56
211,2003,3,152.84
211,2003,4,161.93
211,2004,1,166.95
211,2004,2,173.75
211,2004,3,187.91
211,2004,4,193.52
211,2005,1,203.48
211,2005,2,214.7
211,2005,3,224.0
211,2005,4,232.58
211,2006,1,238.79
211,2006,2,242.14
211,2006,3,245.89
211,2006,4,247.35
211,2007,1,247.53
211,2007,2,248.24
211,2007,3,243.68
211,2007,4,243.44
211,2008,1,242.47
211,2008,2,235.42
211,2008,3,225.91
211,2008,4,224.44
211,2009,1,222.71
211,2009,2,214.96
211,2009,3,209.95
211,2009,4,206.55
211,2010,1,206.19
211,2010,2,201.76
211,2010,3,205.42
211,2010,4,202.62
211,2011,1,195.86
211,2011,2,192.19
211,2011,3,194.27
211,2011,4,194.39
211,2012,1,191.53
211,2012,2,189.4
211,2012,3,192.01
211,2012,4,193.44
211,2013,1,195.25
211,2013,2,195.35
211,2013,3,196.12
211,2013,4,195.19
211,2014,1,197.21
211,2014,2,198.69
211,2014,3,200.74
211,2014,4,204.1
211,2015,1,204.27
211,2015,2,203.57
211,2015,3,204.81
211,2015,4,202.67
211,2016,1,206.1
211,2016,2,205.17
211,2016,3,209.15
211,2016,4,209.84
211,2017,1,209.75
211,2017,2,211.42
211,2017,3,214.23
211,2017,4,215.76
211,2018,1,217.5
211,2018,2,219.31
211,2018,3,217.59
211,2018,4,216.23
211,2019,1,221.04
211,2019,2,222.65
211,2019,3,224.72
211,2019,4,226.3
211,2020,1,228.2
211,2020,2,230.66
211,2020,3,234.36
211,2020,4,239.06
211,2021,1,243.51
211,2021,2,254.8
211,2021,3,264.16
211,2021,4,270.09
211,2022,1,272.79
211,2022,2,290.32
211,2022,3,289.59
211,2022,4,287.5
211,2023,1,287.08
211,2023,2,301.78
211,2023,3,306.09
211,2023,4,303.26
211,2024,1,314.11
211,2024,2,317.16
211,2024,3,322.49
211,2024,4,321.36
211,2025,1,322.95
211,2025,2,332.73
211,2025,3,332.59
211,2025,4,334.37
212,1995,1,100.0
212,1995,2,100.15
212,1995,3,101.83
212,1995,4,102.91
212,1996,1,104.48
212,1996,2,102.56
212,1996,3,101.54
212,1996,4,102.62
212,1997,1,103.72
212,1997,2,102.16
212,1997,3,103.35
212,1997,4,105.69
212,1998,1,107.65
212,1998,2,107.48
212,1998,3,108.38
212,1998,4,109.29
212,1999,1,110.53
212,1999,2,110.48
212,1999,3,110.66
212,1999,4,112.02
212,2000,1,113.95
212,2000,2,114.66
212,2000,3,117.75
212,2000,4,118.15
212,2001,1,121.83
212,2001,2,123.9
212,2001,3,126.51
212,2001,4,128.36
212,2002,1,131.02
212,2002,2,134.12
212,2002,3,137.72
212,2002,4,140.25
212,2003,1,143.21
212,2003,2,146.21
212,2003,3,150.32
212,2003,4,157.72
212,2004,1,161.85
212,2004,2,169.7
212,2004,3,178.8
212,2004,4,186.83
212,2005,1,194.57
212,2005,2,206.21
212,2005,3,218.67
212,2005,4,227.64
212,2006,1,235.51
212,2006,2,241.19
212,2006,3,246.22
212,2006,4,251.42
212,2007,1,255.4
212,2007,2,257.58
212,2007,3,256.64
212,2007,4,258.46
212,2008,1,255.76
212,2008,2,250.6
212,2008,3,243.71
212,2008,4,241.3
212,2009,1,239.39
212,2009,2,230.05
212,2009,3,224.46
212,2009,4,220.11
212,2010,1,217.18
212,2010,2,213.57
212,2010,3,214.82
212,2010,4,211.52
212,2011,1,204.42
212,2011,2,201.11
212,2011,3,201.52
212,2011,4,202.33
212,2012,1,199.97
212,2012,2,198.09
212,2012,3,199.18
212,2012,4,200.18
212,2013,1,199.36
212,2013,2,201.68
212,2013,3,204.55
212,2013,4,205.68
212,2014,1,205.14
212,2014,2,208.7
212,2014,3,210.64
212,2014,4,211.6
212,2015,1,214.02
212,2015,2,215.64
212,2015,3,214.26
212,2015,4,214.13
212,2016,1,217.33
212,2016,2,220.0
212,2016,3,223.42
212,2016,4,223.77
212,2017,1,221.0
212,2017,2,226.51
212,2017,3,228.9
212,2017,4,228.74
212,2018,1,230.52
212,2018,2,230.81
212,2018,3,231.53
212,2018,4,230.44
212,2019,1,231.6
212,2019,2,236.72
212,2019,3,239.64
212,2019,4,240.08
212,2020,1,242.45
212,2020,2,245.09
212,2020,3,249.36
212,2020,4,252.53
212,2021,1,258.53
212,2021,2,268.18
212,2021,3,278.6
212,2021,4,283.7
212,2022,1,293.47
212,2022,2,302.93
212,2022,3,300.09
212,2022,4,305.87
212,2023,1,306.4
212,2023,2,315.82
212,2023,3,319.3
212,2023,4,316.16
212,2024,1,324.11
212,2024,2,326.0
212,2024,3,332.25
212,2024,4,334.77
212,2025,1,336.09
212,2025,2,340.69
212,2025,3,342.43
212,2025,4,342.39
214,1995,1,100.0
214,1995,2,103.42
214,1995,3,105.82
214,1995,4,104.97
214,1996,1,106.84
214,1996,2,105.33
214,1996,3,107.65
214,1996,4,106.01
214,1997,1,106.55
214,1997,2,105.7
214,1997,3,108.13
214,1997,4,106.84
214,1998,1,110.85
214,1998,2,109.71
214,1998,3,110.25
214,1998,4,112.25
214,1999,1,113.92
214,1999,2,116.55
214,1999,3,119.19
214,1999,4,121.47
214,2000,1,124.78
214,2000,2,127.57
214,2000,3,131.84
214,2000,4,134.03
214,2001,1,135.45
214,2001,2,140.8
214,2001,3,143.09
214,2001,4,146.05
214,2002,1,151.17
214,2002,2,158.29
214,2002,3,164.66
214,2002,4,167.42
214,2003,1,171.82
214,2003,2,175.57
214,2003,3,180.55
214,2003,4,193.28
214,2004,1,197.85
214,2004,2,209.05
214,2004,3,221.8
214,2004,4,232.76
214,2005,1,240.54
214,2005,2,254.5
214,2005,3,261.6
214,2005,4,276.39
214,2006,1,281.93
214,2006,2,285.95
214,2006,3,290.5
214,2006,4,290.56
214,2007,1,287.27
214,2007,2,291.62
214,2007,3,279.98
214,2007,4,282.75
214,2008,1,276.92
214,2008,2,270.86
214,2008,3,265.3
214,2008,4,260.18
214,2009,1,259.92
214,2009,2,250.36
214,2009,3,247.51
214,2009,4,236.95
214,2010,1,236.89
214,2010,2,236.43
214,2010,3,240.56
214,2010,4,241.05
214,2011,1,235.71
214,2011,2,232.02
214,2011,3,235.41
214,2011,4,237.48
214,2012,1,228.93
214,2012,2,234.68
214,2012,3,234.72
214,2012,4,237.93
214,2013,1,239.67
214,2013,2,240.28
214,2013,3,242.27
214,2013,4,236.41
214,2014,1,234.85
214,2014,2,243.43
214,2014,3,246.96
214,2014,4,249.66
214,2015,1,247.67
214,2015,2,247.73
214,2015,3,250.25
214,2015,4,244.29
214,2016,1,255.08
214,2016,2,257.6
214,2016,3,255.4
214,2016,4,255.58
214,2017,1,256.38
214,2017,2,256.0
214,2017,3,265.18
214,2017,4,263.34
214,2018,1,267.41
214,2018,2,271.16
214,2018,3,262.33
214,2018,4,264.51
214,2019,1,267.13
214,2019,2,274.4
214,2019,3,273.8
214,2019,4,274.65
214,2020,1,283.28
214,2020,2,281.43
214,2020,3,287.52
214,2020,4,286.16
214,2021,1,296.99
214,2021,2,311.01
214,2021,3,320.61
214,2021,4,321.66
214,2022,1,328.12
214,2022,2,349.86
214,2022,3,352.51
214,2022,4,370.46
214,2023,1,356.42
214,2023,2,387.51
214,2023,3,397.68
214,2023,4,388.79
214,2024,1,367.51
214,2024,2,402.61
214,2024,3,408.2
214,2024,4,424.28
214,2025,1,395.23
214,2025,2,426.33
214,2025,3,407.77
